name,age,height_cm,weight_kg,overall,value_eur,preferred_foot,team_position,shooting,passing,defending,attacking_crossing,attacking_finishing,attacking_heading_accuracy,skill_dribbling,skill_curve,skill_fk_accuracy,skill_ball_control,movement_sprint_speed,movement_reactions,power_jumping,power_stamina,power_strength
R. Piscopo,22,175,69,65,925000,Right,LM,57,56,33,55,58,37,76,73,70,69,70,62,51,62,57
A. Mucolli,20,175,70,66,1000000,Left,LM,57,62,44,55,57,40,67,59,61,69,73,62,81,70,54
M. Wdowiak,23,174,60,67,1000000,Right,LM,57,60,40,59,57,49,67,56,38,63,94,57,64,68,60
I. Chouaref,19,175,65,65,1200000,Right,LM,57,61,27,62,55,36,71,63,57,68,75,56,55,57,63
Hedson Porfírio,24,178,74,69,1200000,Left,LM,57,72,36,73,58,51,70,73,77,65,75,67,49,49,50
M. Beck,26,196,80,58,150000,Left,LS,57,47,38,33,57,60,53,34,40,57,60,56,66,68,79
R. Cassidy,19,175,69,56,200000,Right,LS,57,45,23,39,61,56,53,47,36,55,53,51,69,57,50
N. Delgadillo,22,177,70,65,950000,Left,LS,57,60,31,59,58,46,70,56,45,68,72,52,56,72,66
M. Olivieri,21,177,73,60,450000,Right,LW,57,49,24,53,63,41,65,46,34,59,73,50,42,60,70
L. Daneels,22,172,74,63,575000,Right,LW,57,58,27,59,58,44,66,57,54,65,74,58,44,59,57
M. Anderson,22,180,69,67,1100000,Right,LW,57,58,36,58,62,35,69,57,40,68,88,65,52,72,57
C. Cuevas,25,175,64,68,1000000,Left,LWB,57,63,63,68,56,57,68,70,50,64,83,57,75,70,56
M. Ristić,24,183,73,68,1100000,Left,LWB,57,61,62,65,56,56,67,61,32,66,68,63,55,79,54
Rúben Lima,30,177,69,72,2500000,Left,LWB,57,65,72,66,49,63,67,66,70,70,73,70,78,68,67
E. Navas,20,172,70,64,1000000,Right,RAM,57,57,36,63,59,36,57,46,60,61,80,63,73,63,67
Nascimentardo,20,170,66,70,2000000,Right,RAM,57,72,39,76,64,49,73,74,75,75,79,65,44,57,47
N. Alho,27,172,72,65,525000,Right,RB,57,61,56,63,55,38,65,63,64,65,80,56,74,80,66
M. Gottschling,26,183,72,66,700000,Right,RB,57,58,58,65,55,60,68,62,50,60,79,61,76,84,62
B. Bye,24,183,79,66,750000,Right,RB,57,56,60,61,55,60,61,57,47,60,79,56,76,79,68
Unai Medina,30,177,78,69,825000,Right,RB,57,58,66,66,48,55,57,59,61,63,77,66,85,85,80
Pipa,22,176,72,69,1500000,Right,RB,57,67,66,70,51,61,70,70,58,71,76,67,58,72,68
P. Faragò,27,187,80,70,1800000,Right,RB,57,70,65,73,60,51,70,59,40,74,61,70,60,69,66
K. Leerdam,30,178,70,71,1900000,Right,RB,57,65,67,64,56,73,66,59,52,70,71,69,88,81,69
E. Perlaza,31,172,75,72,2200000,Right,RB,57,68,65,72,54,53,60,72,73,64,76,63,71,90,67
Iza Carcelén,27,174,70,71,2400000,Right,RB,57,68,63,72,46,60,69,73,74,68,79,60,57,91,71
J. Sánchez,30,168,67,72,2500000,Right,RB,57,62,68,72,52,60,72,60,52,71,80,60,77,69,56
Nanu,26,177,69,71,2600000,Right,RB,57,62,63,64,53,52,71,65,44,70,86,71,77,83,63
Aday Benítez,32,179,75,73,3100000,Right,RB,57,69,68,75,68,62,74,66,51,76,72,71,33,80,58
H. Dalsgaard,30,192,81,73,3200000,Right,RB,57,62,71,72,58,62,66,48,52,67,78,66,70,73,72
L. Godoy,25,173,70,73,4700000,Right,RB,57,66,68,69,57,61,75,50,35,71,75,71,61,77,75
Douglas Armeira,28,174,74,74,4800000,Right,RB,57,63,72,70,54,59,69,63,47,67,74,68,71,83,67
K. Ehizibue,25,189,78,74,6500000,Right,RB,57,64,68,71,54,67,74,57,38,71,94,67,74,85,79
T. Foket,25,177,67,77,10000000,Right,RB,57,70,73,74,50,56,72,70,57,73,74,72,84,89,70
T. Castagne,24,180,80,77,12000000,Right,RB,57,71,76,79,60,66,77,58,33,76,79,78,70,85,60
Nélson Semedo,26,177,67,83,28000000,Right,RB,57,69,77,76,50,58,82,61,30,81,93,82,79,92,66
S. Grippo,31,188,80,68,675000,Right,RCB,57,60,66,53,48,74,51,55,64,61,57,62,83,71,85
S. Mustafi,28,184,83,78,10500000,Right,RCB,57,63,77,53,58,81,53,55,47,70,61,76,81,68,78
E. Friberg,34,180,70,66,325000,Right,RCM,57,70,56,69,58,46,58,73,66,67,50,64,78,75,63
P. Becker,27,173,72,63,425000,Right,RCM,57,67,48,62,49,50,65,68,69,68,74,64,78,38,64
D. Barreto,27,180,78,63,425000,Right,RCM,57,66,43,62,59,49,63,55,44,63,71,53,63,63,69
C. Thomas,26,185,72,63,450000,Right,RCM,57,61,62,56,56,59,59,51,48,62,71,61,59,80,73
K. Dempsey,24,178,75,63,475000,Right,RCM,57,65,42,59,58,51,65,61,64,67,70,55,68,74,59
S. Aasmundsen,30,175,72,65,500000,Right,RCM,57,66,55,66,58,45,63,55,61,67,64,68,83,80,68
C. Styles,20,167,60,63,625000,Left,RCM,57,61,54,51,58,41,65,54,44,65,67,59,64,62,55
S. Yajima,26,171,67,65,650000,Right,RCM,57,65,50,61,48,39,63,52,55,65,68,62,70,80,60
A. Arregui,27,175,74,66,650000,Right,RCM,57,59,65,45,52,68,60,39,36,67,69,63,84,83,72
M. Benkhemassa,27,176,70,66,725000,Left,RCM,57,64,61,53,60,57,65,47,48,66,65,59,60,68,60
D. Cerén,30,177,73,69,875000,Right,RCM,57,63,65,52,51,49,62,42,64,65,54,60,32,74,68
A. Campbell,21,175,74,69,1600000,Right,RCM,57,63,72,47,57,53,66,55,50,70,71,70,62,90,74
Rosberto Dourado,20,175,70,81,17500000,Right,RCM,57,74,82,61,53,70,77,54,57,76,78,80,40,91,56
K. Buckley,28,180,71,60,210000,Right,RDM,57,57,58,57,56,55,57,55,53,57,50,54,82,74,59
L. Droppa,31,183,84,67,575000,Right,RDM,57,59,66,54,53,67,58,49,37,57,63,67,66,75,72
G. Zhukov,25,172,76,66,800000,Right,RDM,57,66,51,66,60,49,71,55,50,68,73,64,73,86,66
S. Tibbling,25,175,74,69,1300000,Right,RDM,57,67,59,66,56,58,70,64,48,73,66,69,45,79,63
João Paulo,29,171,71,71,2300000,Right,RDM,57,74,37,73,52,39,73,64,66,77,68,61,48,73,62
H. Reed,25,170,72,73,4900000,Right,RDM,57,71,69,71,53,46,67,63,61,70,67,66,61,75,61
L. Romo,25,182,84,75,8000000,Right,RDM,57,64,75,34,52,75,64,58,66,68,68,72,76,70,81
Yao Hanlin,35,175,60,56,40000,Right,RES,57,62,44,63,52,38,53,65,62,56,45,59,49,39,59
Yusong Ni,29,177,74,55,80000,Right,RES,57,53,54,56,58,53,58,49,47,59,59,53,62,60,61
B. Hughes,21,178,71,54,120000,Right,RES,57,41,16,50,65,57,63,37,31,58,55,50,62,53,52
B. Ekincier,21,181,72,56,120000,Right,RES,57,54,37,59,54,42,61,50,34,51,69,43,60,38,55
J. Hallam,21,173,63,56,150000,Right,RES,57,48,26,38,61,51,58,52,58,57,71,54,62,56,41
A. Batioja,21,180,71,57,150000,Right,RES,57,43,34,32,62,63,51,35,38,56,51,62,66,59,67
I. Russo,19,177,70,56,160000,Right,RES,57,46,21,41,58,50,56,46,37,61,65,51,56,55,54
J. Semple,19,183,78,55,170000,Right,RES,57,48,26,48,56,50,50,50,40,53,75,41,51,55,49
M. Gudra,19,176,76,57,170000,Left,RES,57,40,20,28,61,54,58,33,28,53,76,48,55,57,64
T. O'Neill,20,186,75,55,180000,Right,RES,57,37,20,29,60,57,46,41,30,50,61,52,66,52,59
L. Marković,20,187,82,55,180000,Right,RES,57,38,22,30,62,58,43,42,28,48,60,51,65,55,79
R. Kawamoto,19,178,70,56,200000,Right,RES,57,47,24,32,62,59,47,43,31,47,58,57,65,64,67
L. Di Yorio,23,190,75,58,200000,Right,RES,57,46,21,36,59,65,55,44,34,57,37,58,59,43,77
A. Samudio,21,171,64,58,210000,Right,RES,57,51,23,55,55,35,59,45,38,55,72,49,51,47,57
G. Tryggvason,20,182,70,58,210000,Right,RES,57,53,29,58,55,36,60,58,45,58,74,47,47,39,43
Guo Tianyu,21,192,80,58,230000,Right,RES,57,42,37,29,60,63,54,43,34,57,54,55,62,65,74
S. Kaynak,21,177,69,59,230000,Left,RES,57,56,28,63,58,41,60,60,42,64,78,40,48,43,46
B. Scholte,18,185,79,59,230000,Right,RES,57,59,41,54,59,45,66,56,49,64,60,51,56,46,69
Javi López,19,176,69,58,240000,Right,RES,57,59,51,56,56,48,59,49,48,65,66,48,62,54,54
M. Iloski,20,178,70,59,240000,Right,RES,57,42,20,33,62,51,63,53,55,64,77,49,66,53,55
A. Ahl Holmström,21,191,82,58,250000,Right,RES,57,39,28,27,58,55,42,37,26,56,78,55,67,67,77
V. Diomande,29,169,66,61,250000,Left,RES,57,56,45,54,49,47,65,45,45,69,76,50,88,33,65
J. Anthony,20,183,68,58,275000,Right,RES,57,45,21,40,59,53,59,51,34,58,71,54,68,64,66
M. Hosoya,18,177,69,58,275000,Right,RES,57,40,28,37,62,67,54,42,36,58,72,46,70,41,65
Guille Amor,19,179,69,58,275000,Right,RES,57,58,43,44,59,41,61,55,52,62,54,48,52,45,45
D. Borkowski,18,184,74,58,275000,Right,RES,57,42,24,38,62,64,55,40,30,62,60,57,69,64,56
C. Saydee,18,181,78,58,275000,Right,RES,57,46,22,36,60,56,57,50,39,55,71,57,69,55,60
J. Amarilla,18,177,77,59,275000,Right,RES,57,43,32,33,60,65,58,41,38,56,64,61,59,52,58
C. Tejena,24,168,65,60,275000,Left,RES,57,59,59,61,55,55,61,70,46,60,27,62,86,67,67
A. Perez,24,183,77,60,275000,Left,RES,57,53,26,51,59,46,64,47,35,62,65,58,49,56,59
S. McCoulsky,23,183,70,60,300000,Right,RES,57,37,20,29,58,59,57,40,30,56,89,55,80,68,72
E. Rottier,18,176,68,59,325000,Right,RES,57,49,24,58,62,52,55,39,29,59,79,48,57,57,55
César Moreno,19,183,71,59,325000,Right,RES,57,60,47,53,59,54,63,58,53,61,65,58,59,51,60
V. Pinto,19,185,75,59,325000,Right,RES,57,36,19,24,62,60,61,38,22,59,66,59,61,56,59
A. Tsague,20,177,77,60,325000,Right,RES,57,57,35,53,63,42,64,53,51,62,65,59,44,45,65
T. Lauritsen,22,192,85,60,325000,Right,RES,57,47,40,37,60,60,55,45,38,56,67,57,60,63,75
L. Mntambo,31,178,73,63,325000,Right,RES,57,64,46,63,59,43,66,53,51,66,73,60,66,60,65
Manuel Semedo,20,180,70,60,350000,Right,RES,57,50,25,47,60,50,64,48,29,63,83,48,47,55,50
W. Szumilas,23,176,68,61,350000,Left,RES,57,58,32,57,50,47,60,66,69,61,67,59,60,61,57
Zé Eduardo,28,186,82,63,375000,Right,RES,57,63,47,57,55,40,64,44,48,67,71,65,69,67,84
V. Sourlis,17,182,74,60,400000,Right,RES,57,58,54,60,55,45,59,52,58,60,71,66,56,70,62
C. Lakin,21,183,70,61,400000,Left,RES,57,62,49,62,53,44,65,56,63,67,72,60,57,73,61
K. Großkreutz,31,186,75,65,400000,Right,RES,57,62,60,64,55,35,60,65,57,60,66,65,33,81,67
M. Rivera,18,168,68,60,425000,Right,RES,57,53,25,49,58,45,63,55,37,62,75,53,44,50,40
Z. Muñoz,19,175,68,61,425000,Right,RES,57,62,50,52,50,50,60,55,50,60,60,52,60,60,52
A. Ogogo,30,177,78,64,425000,Right,RES,57,61,64,55,55,58,58,51,57,63,67,63,87,89,85
A. Sayyadmanesh,19,182,70,60,450000,Right,RES,57,40,29,34,62,69,70,34,30,67,60,52,65,56,61
Manu Molina,21,175,70,62,450000,Right,RES,57,57,33,67,60,50,65,50,48,64,65,45,49,66,47
Kim Sun Min,28,168,65,64,450000,Right,RES,57,58,54,32,55,52,64,48,49,63,75,56,78,80,56
J. Lonwijk,20,189,80,61,475000,Right,RES,57,58,41,47,55,57,59,49,41,60,73,62,66,68,76
V. Constantin,22,174,70,62,475000,Right,RES,57,55,32,58,54,38,62,46,35,60,79,57,31,47,34
M. Latour,24,175,66,63,475000,Right,RES,57,58,28,64,61,57,60,41,34,62,83,57,63,57,38
O. Käuper,23,187,77,63,500000,Left,RES,57,61,57,46,58,58,62,52,47,68,54,61,49,65,73
Moreno,18,175,70,61,525000,Left,RES,57,58,36,64,60,45,63,57,44,68,64,45,50,52,48
I. Ilić,19,187,75,61,525000,Left,RES,57,59,49,46,50,41,62,53,52,65,64,58,61,62,71
J. Schöppner,21,190,87,62,525000,Right,RES,57,59,56,52,57,54,58,44,33,62,64,58,61,85,82
E. Taha,21,175,70,61,550000,Right,RES,57,48,23,33,59,57,64,43,35,61,88,53,55,63,59
Alfredo,22,169,59,63,600000,Right,RES,57,58,25,59,59,27,63,67,57,61,77,66,47,49,32
O. Schönfelder,19,181,74,62,650000,Left,RES,57,55,47,60,60,43,62,58,41,67,74,53,51,62,57
J. Iritier,25,169,70,65,675000,Right,RES,57,60,30,66,57,42,71,46,39,67,63,58,47,57,54
B. Enobakhare,22,179,77,65,750000,Right,RES,57,58,27,58,58,51,75,56,38,73,78,56,56,61,64
M. Szczepański,22,168,60,64,775000,Right,RES,57,61,36,57,61,43,63,54,46,63,83,58,58,71,58
S. Benchama,20,185,71,64,775000,Right,RES,57,65,54,56,53,53,71,66,60,68,72,60,60,62,64
K. Dembélé,17,167,59,63,800000,Left,RES,57,56,16,56,57,17,68,57,58,66,84,52,43,52,25
Olabe,24,178,70,66,900000,Left,RES,57,68,54,68,58,45,69,52,45,70,56,63,53,69,61
L. Clemenza,22,175,77,66,900000,Left,RES,57,68,33,66,55,43,76,75,75,75,63,56,40,65,32
D. Díaz,34,175,69,70,900000,Right,RES,57,71,43,69,73,35,74,59,57,69,77,70,57,72,69
T. Banega,21,177,67,64,975000,Right,RES,57,65,47,52,56,48,67,59,54,69,68,58,58,67,48
Francisco Ramos,25,181,66,67,1000000,Right,RES,57,68,60,66,47,61,71,70,64,72,66,67,52,70,66
J. Sanabria,20,173,70,65,1200000,Left,RES,57,63,46,62,59,43,66,63,56,67,73,60,50,50,50
E. Amenyido,22,180,75,67,1200000,Right,RES,57,57,38,59,59,58,68,44,52,64,75,65,83,83,67
M. Antonucci,21,181,76,67,1200000,Right,RES,57,65,32,69,58,41,69,56,44,71,68,61,44,65,43
A. Almendra,20,175,78,67,1300000,Right,RES,57,65,60,47,58,45,65,66,58,72,65,62,46,67,64
A. Reca,25,187,81,69,1300000,Left,RES,57,63,62,67,56,62,72,51,45,70,78,58,83,67,67
S. Kiyine,22,182,75,68,1500000,Right,RES,57,65,64,62,52,62,78,60,49,76,75,65,56,71,56
B. Bolingoli,25,180,73,70,2000000,Left,RES,57,62,62,70,54,56,68,58,32,67,85,65,84,82,72
J. Jones,25,174,61,70,2200000,Right,RES,57,66,40,70,62,39,72,64,64,70,90,58,48,65,34
Dalbert,26,181,70,73,4300000,Left,RES,57,68,69,76,50,60,76,68,47,74,89,62,57,78,63
Jorge,24,184,70,76,9000000,Left,RES,57,69,72,78,42,53,79,73,39,76,75,73,54,75,60
M. Gardyne,34,170,64,63,190000,Right,RM,57,59,44,62,58,55,66,58,59,63,69,53,84,73,57
D. Steczyk,21,185,77,59,275000,Right,RM,57,49,22,36,58,60,58,34,35,61,67,53,55,55,68
K. Rendón,27,182,74,62,300000,Right,RM,57,64,53,63,53,55,63,70,72,61,74,58,59,71,68
K. Al Kaabi,28,171,64,63,375000,Right,RM,57,55,21,59,57,51,62,52,46,63,83,56,70,70,46
T. Jänicke,31,178,73,64,400000,Right,RM,57,61,41,64,56,45,66,67,60,66,72,63,71,54,56
N. Yeri,28,174,81,65,525000,Right,RM,57,64,64,65,55,59,65,53,41,67,69,62,66,78,72
F. Valot,27,175,75,66,675000,Right,RM,57,63,54,59,58,47,69,64,61,69,68,53,62,70,63
A. Lioi,23,175,68,65,750000,Right,RM,57,61,52,62,63,45,68,53,47,66,69,60,52,71,59
C. Ogbene,23,175,75,66,950000,Right,RM,57,57,38,62,59,41,68,56,57,66,90,53,63,68,72
E. Jirka,22,182,73,67,1200000,Right,RM,57,62,33,66,61,58,62,60,35,64,79,59,60,85,59
B. Martella,27,183,80,71,2100000,Left,RM,57,69,62,76,50,55,67,69,60,69,77,66,76,86,66
H. Aiesh,25,180,72,71,2900000,Right,RM,57,62,43,68,56,36,79,56,43,71,89,63,74,76,69
T. Abrahams,21,185,84,59,220000,Right,RS,57,40,21,34,58,50,58,55,38,59,83,48,68,67,76
N. Carnat,22,181,73,64,675000,Right,RS,57,60,42,58,56,46,66,56,52,61,77,61,33,69,69
A. Al Obud,25,174,70,62,375000,Right,RW,57,51,39,46,56,48,66,48,37,65,82,55,59,60,59
D. Kother,20,180,67,61,450000,Right,RW,57,43,21,50,62,46,68,42,28,67,76,50,71,39,48
D. Kocyła,17,180,66,61,500000,Right,RW,57,53,26,53,60,52,58,50,32,58,77,56,60,65,37
N. Hansen,25,178,77,65,650000,Right,RW,57,60,45,65,54,58,62,61,60,65,80,60,73,66,60
H. Anderson,23,179,71,65,800000,Right,RW,57,58,46,57,59,57,60,44,53,57,91,61,70,87,75
R. D'Haese,21,180,64,68,1300000,Right,RW,57,64,35,67,62,38,70,44,46,72,76,63,70,64,38
R. Gauld,24,169,61,70,2400000,Left,RW,57,68,36,67,54,46,74,71,67,72,77,69,65,52,32
C. Nunnely,21,170,73,70,2500000,Right,RW,57,58,24,65,61,33,75,64,33,74,92,67,57,73,64
T. Vlietinck,22,179,69,68,1300000,Right,RWB,57,64,53,72,58,58,67,62,58,68,79,63,75,62,59
C. Kilduff,31,191,81,57,90000,Right,ST,57,43,28,32,57,64,54,50,38,56,54,54,75,56,68
R. Coughlan,23,178,75,60,275000,Right,ST,57,52,24,57,62,58,63,53,48,58,71,60,71,71,62
M. Suárez,27,170,69,63,375000,Left,ST,57,60,55,62,57,60,56,47,61,52,83,62,75,69,67
R. Cretaro,38,165,64,56,30000,Right,SUB,57,55,32,55,58,56,59,55,58,58,34,57,85,32,34
C. Gauseth,36,189,87,61,80000,Right,SUB,57,57,50,44,63,61,56,47,42,69,31,67,81,55,83
A. Hellum,22,175,70,54,100000,Right,SUB,57,45,23,30,62,50,46,43,32,51,55,47,56,46,54
S. Otayf,29,170,63,57,100000,Right,SUB,57,56,29,51,58,45,63,42,31,62,56,57,60,59,63
F. Ortíz,30,186,75,57,100000,Right,SUB,57,44,23,36,59,66,59,33,24,60,56,49,62,62,57
J. Ortiz,36,180,74,62,100000,Right,SUB,57,63,59,55,52,49,55,62,64,58,65,62,73,69,60
T. Owolabi,24,173,65,56,120000,Right,SUB,57,41,19,32,59,48,56,43,33,55,74,54,56,52,40
M. Chalkiadakis,25,186,82,56,120000,Right,SUB,57,43,30,44,61,58,57,36,38,55,44,49,77,66,74
M. Spelmann,33,175,72,60,120000,Right,SUB,57,59,59,56,56,63,60,56,60,62,64,63,64,55,77
E. Björndahl,29,189,82,58,130000,Right,SUB,57,39,20,28,62,62,51,38,32,57,53,56,62,56,78
C. Sabanci,20,183,75,55,140000,Right,SUB,57,32,22,29,60,54,54,39,31,52,65,49,58,38,39
D. Musovski,24,182,72,57,140000,Right,SUB,57,42,23,25,64,53,50,34,31,60,63,55,65,59,55
A. Roscrow,25,184,76,57,140000,Right,SUB,57,44,23,40,60,58,54,44,45,54,76,48,70,64,68
J. Roa,27,179,85,58,140000,Right,SUB,57,45,21,25,59,69,49,37,30,65,51,47,64,56,71
M. Haeder,31,175,75,59,140000,Right,SUB,57,45,25,32,60,58,57,49,34,60,61,59,70,55,62
O. Hoban,37,183,83,66,140000,Right,SUB,57,60,66,44,51,65,56,63,67,60,34,63,67,63,75
Yun Ju Tae,30,181,78,59,150000,Right,SUB,57,56,27,59,58,56,58,60,61,54,80,61,83,57,64
A. Addai,26,170,74,58,160000,Right,SUB,57,45,26,50,59,49,58,40,43,56,81,56,65,63,62
R. Murray,28,170,70,59,160000,Right,SUB,57,54,24,56,53,49,62,58,60,57,74,58,83,69,59
M. Warburton,28,176,71,59,160000,Right,SUB,57,54,36,48,60,40,59,53,58,57,68,58,56,64,57
Zhang Lu,32,181,74,60,160000,Right,SUB,57,54,56,54,59,49,56,54,47,58,74,57,51,70,63
W. Mena,32,182,78,60,170000,Right,SUB,57,52,17,47,62,56,59,35,32,60,55,65,59,70,75
J. Gullan,20,183,75,56,180000,Right,SUB,57,39,18,31,59,51,54,42,29,49,69,56,59,53,58
M. Arturia,22,187,76,57,180000,Right,SUB,57,43,23,40,57,62,55,45,37,55,55,55,62,54,65
L. Armstrong,23,185,73,58,180000,Right,SUB,57,41,24,30,58,56,56,43,32,57,72,53,72,57,75
D. Whitehall,24,186,74,58,180000,Right,SUB,57,49,28,51,62,61,56,46,39,59,70,46,70,75,66
K. Dünnwald-Turan,24,189,80,58,180000,Left,SUB,57,44,22,48,58,54,57,40,31,56,77,54,59,57,69
B. Sánchez,27,185,70,59,180000,Right,SUB,57,41,22,35,60,52,61,38,37,59,67,59,70,81,83
M. Kvistgaarden,18,175,68,56,190000,Right,SUB,57,44,29,42,58,44,57,46,41,61,71,42,62,45,67
S. Pierotti,19,187,82,56,190000,Right,SUB,57,51,31,48,54,52,60,48,41,58,62,54,61,62,72
R. Loft,22,190,73,58,190000,Right,SUB,57,43,31,30,60,68,51,38,31,58,62,46,69,63,75
L. James,25,183,80,59,190000,Right,SUB,57,50,36,45,57,56,58,51,42,57,75,57,70,68,69
R. Hayasaka,34,183,73,63,190000,Right,SUB,57,68,40,68,56,58,62,63,57,67,46,62,82,37,72
A. Al Yami,23,172,69,58,200000,Right,SUB,57,46,20,42,58,55,59,47,39,58,86,52,60,57,53
M. Mehnert,22,184,77,58,200000,Right,SUB,57,42,27,36,57,56,57,41,32,59,77,52,60,52,63
K. Caliskaner,20,190,82,58,200000,Right,SUB,57,42,19,30,59,60,60,42,29,61,62,55,61,57,70
G. Touré,26,188,88,59,200000,Right,SUB,57,44,20,33,59,64,62,45,31,51,77,53,65,57,74
J. Johnson,23,170,70,59,210000,Right,SUB,57,49,28,52,56,34,63,47,44,61,80,54,42,55,56
A. Al Aryani,24,173,77,59,210000,Right,SUB,57,46,33,49,62,53,62,32,32,60,73,56,68,47,66
M. Majrashi,29,180,72,60,210000,Right,SUB,57,47,24,48,57,64,63,40,23,61,65,53,87,71,79
A. Ibrahimaj,28,180,74,60,210000,Right,SUB,57,53,28,54,60,42,70,48,52,65,75,52,63,57,66
J. Romero,19,159,59,57,220000,Right,SUB,57,50,29,48,60,54,52,43,42,55,75,64,69,43,30
V. Adeboyejo,22,178,63,59,220000,Right,SUB,57,47,26,43,57,56,60,39,34,59,74,54,74,68,71
J. Ayunga,23,185,78,59,220000,Right,SUB,57,47,30,55,59,59,56,51,32,55,78,54,63,66,68
M. Bali,31,175,72,61,220000,Right,SUB,57,57,42,62,57,54,62,44,33,53,74,58,61,63,61
F. Stojilković,20,185,80,57,230000,Right,SUB,57,43,27,33,59,58,55,42,45,55,55,58,64,58,70
J. Davison,20,180,79,58,230000,Right,SUB,57,41,19,30,59,59,52,37,29,56,65,60,67,52,56
C. Daniel,32,180,73,63,230000,Left,SUB,57,57,56,61,54,48,64,53,54,61,74,52,80,75,80
L. Feeney,33,183,76,65,240000,Right,SUB,57,63,53,72,53,47,67,67,53,64,78,61,54,75,68
A. Roczen,20,193,82,59,250000,Right,SUB,57,44,35,34,60,61,51,45,34,59,66,54,68,62,69
K. Romero,25,169,62,60,250000,Right,SUB,57,58,38,48,60,37,56,63,58,57,76,55,48,64,52
Yeo Bong Hun,26,178,70,60,250000,Right,SUB,57,58,48,51,55,44,60,63,40,62,66,60,64,78,59
J. Muñóz,25,180,77,60,250000,Right,SUB,57,43,18,34,62,47,53,30,32,66,55,66,70,50,77
J. Herrera,19,179,63,58,275000,Right,SUB,57,50,28,39,58,65,52,47,43,54,75,54,78,55,52
G. McAuley,20,190,74,58,275000,Right,SUB,57,47,20,43,60,54,57,48,34,55,70,53,68,62,69
J. Barreto,20,180,76,58,275000,Right,SUB,57,46,21,37,60,60,57,46,35,59,52,55,64,55,60
Y. Fortune,21,186,81,58,275000,Right,SUB,57,47,27,42,56,51,58,43,35,63,72,60,63,69,68
R. Kehr,20,189,81,58,275000,Left,SUB,57,51,27,49,63,54,59,58,34,58,76,50,63,55,67
I. Koné,21,190,83,59,275000,Left,SUB,57,40,24,31,59,56,55,46,28,55,69,54,73,66,72
M. Jay,24,169,64,60,275000,Right,SUB,57,52,29,45,59,48,62,40,31,60,77,53,72,71,47
Doo Hyun Seok,24,169,65,60,275000,Right,SUB,57,51,18,50,57,54,63,42,40,58,78,55,58,67,56
T. Chunchukov,25,187,75,60,275000,Right,SUB,57,40,26,35,64,67,57,29,26,59,62,57,61,64,69
A. Wede,30,174,72,62,275000,Right,SUB,57,62,55,62,53,42,61,66,62,62,64,65,60,74,54
L. Escalada,33,176,80,64,275000,Right,SUB,57,54,45,44,59,72,66,69,55,71,70,72,64,68,67
H. Al Ghamdi,21,162,59,59,300000,Right,SUB,57,58,51,58,57,46,63,50,40,66,71,52,68,56,32
L. Dennis,27,185,69,61,300000,Right,SUB,57,56,21,57,56,38,64,49,35,61,82,55,54,73,66
H. Al Habib,25,182,84,61,300000,Right,SUB,57,60,57,56,57,62,63,53,61,63,64,55,63,84,73
N. Royón,29,175,73,62,300000,Right,SUB,57,59,24,54,61,60,55,51,55,59,80,65,69,64,53
E. Castillo,33,170,75,66,300000,Left,SUB,57,61,61,62,52,51,65,65,60,63,75,65,84,65,59
T. Seto,34,181,73,67,300000,Right,SUB,57,61,66,51,57,62,60,50,53,63,62,69,68,73,68
K. Lewis-Potter,19,170,67,59,325000,Right,SUB,57,43,24,31,62,63,56,42,31,58,68,57,74,57,43
A. Alégué,23,175,68,61,325000,Left,SUB,57,57,28,58,55,51,68,49,41,66,64,53,44,42,43
D. Zajmović,25,190,76,61,325000,Left,SUB,57,56,27,62,58,60,64,42,48,58,68,58,64,55,61
J. Nilsen,29,177,73,63,325000,Left,SUB,57,60,60,59,54,56,61,56,63,62,62,62,68,72,70
J. Demetriou,32,180,68,65,325000,Right,SUB,57,61,61,64,53,58,61,59,60,61,69,62,72,71,68
E. Vertainen,21,187,82,59,350000,Right,SUB,57,52,35,42,56,56,61,51,54,58,76,48,60,64,67
L. Buades,22,180,75,61,350000,Right,SUB,57,55,44,62,60,47,63,39,43,65,63,53,50,48,62
D. Agyei,23,183,77,61,350000,Left,SUB,57,49,29,39,58,59,60,55,33,60,73,56,70,59,75
S. O'Keefe,29,173,64,63,350000,Right,SUB,57,59,61,52,55,49,61,49,44,64,52,60,54,74,65
A. Vera,32,175,71,64,350000,Right,SUB,57,64,53,56,55,42,59,62,48,65,63,70,56,70,60
B. Shea,30,191,86,64,350000,Left,SUB,57,62,60,59,49,66,64,72,59,64,68,63,64,68,72
N. Adams,33,178,70,67,350000,Right,SUB,57,66,56,70,57,38,64,67,60,63,68,64,77,83,64
Yu Hai,33,183,70,67,350000,Left,SUB,57,66,66,65,56,67,73,69,63,68,73,67,77,82,65
Nené,25,187,80,62,375000,Left,SUB,57,62,53,59,55,54,62,47,44,64,60,60,51,66,79
M. Hamzi,28,172,61,63,375000,Right,SUB,57,54,44,55,57,47,62,35,33,64,80,55,75,68,43
W. Evseev,28,179,73,63,375000,Left,SUB,57,62,56,58,58,57,66,63,55,67,71,52,69,72,56
J. Mountney,27,184,73,63,375000,Right,SUB,57,61,46,62,53,52,59,57,58,61,75,55,50,72,76
B. Gladwin,28,190,86,63,375000,Right,SUB,57,61,57,62,52,55,66,41,44,64,66,60,68,70,78
F. Darwish,28,176,63,64,375000,Right,SUB,57,58,59,60,56,53,64,51,61,64,77,57,81,76,73
